app_id,name,release_date,is_free,languages,type,price_final,price_initial,price_currency,price_final_formatted,price_discount_percent,price_initial_formatted,price_recurring_sub,price_recurring_sub_desc,full_audio_support,has_recurring_subscription,has_discount,language_count
10,Counter-Strike,2000-11-01,False,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",game,819.0,819.0,EUR,"8,19€",0.0,,,,True,False,False,8
20,Team Fortress Classic,1999-04-01,False,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,9
30,Day of Defeat,2003-05-01,False,"English, French, German, Italian, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,5
40,Deathmatch Classic,2001-06-01,False,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,9
50,Half-Life: Opposing Force,1999-11-01,False,"English, French, German, Korean",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,4
60,Ricochet,2000-11-01,False,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,9
70,Half-Life,1998-11-08,False,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",game,,,,,,,,,True,False,False,8
80,Counter-Strike: Condition Zero,2004-03-01,False,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",game,819.0,819.0,EUR,"8,19€",0.0,,,,False,False,False,8
130,Half-Life: Blue Shift,2001-06-01,False,"English, French, German",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,3
219,Half-Life 2: Demo,2004-12-01,True,English,demo,,,,,,,,,False,False,False,1
220,Half-Life 2,2004-11-16,False,"English, French, German, Italian, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Dutch, Danish, Finnish, Japanese, Norwegian, Polish, Portuguese - Portugal, Swedish, Thai",game,,,,,,,,,True,False,False,18
240,Counter-Strike: Source,2004-11-01,False,"English, French, German, Italian, Japanese, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Thai, Turkish",game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,12
280,Half-Life: Source,2004-06-01,False,"English, French, German, Italian, Japanese, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Thai, Korean",game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,11
300,Day of Defeat: Source,2010-07-12,False,English,game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,1
320,Half-Life 2: Deathmatch,2004-11-01,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
340,Half-Life 2: Lost Coast,,False,"английский, французский, немецкий, итальянский, испанский, русский, китайский (упр.), китайский (трад.), корейский",game,,,,,,,,,False,False,False,9
360,Half-Life Deathmatch: Source,,False,Englisch,game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,1
380,Half-Life 2: Episode One,,False,"английский, французский, немецкий, итальянский, корейский, испанский, русский, китайский (упр.), китайский (трад.), нидерландский, датский, финский, японский, норвежский, польский, португальский, шведский, тайский",game,,,,,,,,,False,False,False,18
400,Portal,2007-10-10,False,"English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Bulgarian, Czech, Greek, Hungarian, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Turkish, Ukrainian",game,975.0,975.0,EUR,"9,75€",0.0,,,,True,False,False,27
410,Portal: First Slice,2008-05-08,True,"English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese",demo,,,,,,,,,True,False,False,17
420,Half-Life 2: Episode Two,2007-10-10,False,"English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese",game,659.0,659.0,EUR,"6,59€",0.0,,,,True,False,False,17
440,Team Fortress 2,2007-10-10,True,"English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Czech, Hungarian, Portuguese - Brazil, Turkish, Greek, Bulgarian, Romanian, Thai, Ukrainian, Spanish - Latin America",game,,,,,,,,,True,False,False,27
500,Left 4 Dead,2008-11-17,False,"English, French, German, Spanish - Spain, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Simplified Chinese, Swedish, Traditional Chinese, Korean, Bulgarian, Czech, Greek, Hungarian, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Turkish, Ukrainian, Vietnamese",game,975.0,975.0,EUR,"9,75€",0.0,,,,True,False,False,28
550,Left 4 Dead 2,2009-11-16,False,"Danish, Dutch, English, Finnish, French, German, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Hungarian, Turkish, Bulgarian, Czech, Greek, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Ukrainian, Vietnamese",game,975.0,975.0,EUR,"9,75€",0.0,,,,True,False,False,28
570,Dota 2,,True,"болгарский, чешский, датский, нидерландский, английский, финский, французский, немецкий, греческий, венгерский, итальянский, японский, корейский, норвежский, польский, португальский, бр. португальский, румынский, русский, китайский (упр.), испанский, шведский, тайский, китайский (трад.), турецкий, украинский, испанский (латиноам.), вьетнамский",game,,,,,,,,,False,False,False,28
620,Portal 2,2011-04-18,False,"English, French, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Bulgarian, Greek, Portuguese - Brazil, Spanish - Latin America, Ukrainian",game,975.0,975.0,EUR,"9,75€",0.0,,,,True,False,False,27
630,Alien Swarm,2010-07-19,True,English,game,,,,,,,,,False,False,False,1
730,Counter-Strike 2,,True,"Czeski, Duński, Holenderski, Angielski, Fiński, Francuski, Niemiecki, Węgierski, Włoski, Japoński, Koreański, Norweski, Polski, Portugalski, Portugalski brazylijski, Rumuński, Rosyjski, Chiński uproszczony, Hiszpański, Szwedzki, Tajski, Chiński tradycyjny, Turecki, Bułgarski, Ukraiński, Grecki, Hiszpański latynoamerykański, Wietnamski, Indonezyjski",game,,,,,,,,,False,False,False,29
1002,Rag Doll Kung Fu,2005-10-12,False,English,game,79.0,79.0,EUR,"0,79€",0.0,,,,False,False,False,1
1003,Rag Doll Kung Fu Demo,2005-10-12,True,English,demo,,,,,,,,,False,False,False,1
1200,Red Orchestra: Ostfront 41-45,2006-03-14,False,"English, French, Russian",game,399.0,399.0,EUR,"3,99€",0.0,,,,False,False,False,3
1250,Killing Floor,2009-05-14,False,"English, French, Italian, German, Spanish - Spain, Hungarian, Polish, Russian",game,1999.0,1999.0,EUR,"19,99€",0.0,,,,True,False,False,8
1300,SiN Episodes: Emergence,2006-05-10,False,"English, Russian, French",game,819.0,819.0,EUR,"8,19€",0.0,,,,False,False,False,3
1313,SiN: Gold,2020-03-18,False,"English, French",game,819.0,819.0,EUR,"8,19€",0.0,,,,False,False,False,2
1500,Darwinia,2005-07-14,False,"English, German, French, Italian, Spanish - Spain",game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,5
1502,Darwinia Demo,2005-07-14,True,English,demo,,,,,,,,,False,False,False,1
1510,Uplink,2006-08-23,False,English,game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,1
1520,DEFCON,2006-09-29,False,"English, French, German, Italian, Spanish - Spain",game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,5
1522,DEFCON Demo,2006-09-29,True,English,demo,,,,,,,,,False,False,False,1
1530,Multiwinia,2008-09-19,False,"English, French, Italian, German, Spanish - Spain",game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,5
1540,Multiwinia Demo,2008-09-19,True,"English, French, Italian, German, Spanish - Spain",demo,,,,,,,,,False,False,False,5
1600,Dangerous Waters,2006-02-07,False,English,game,299.0,1499.0,EUR,"2,99€",80.0,"14,99€",,,False,False,True,1
1610,Space Empires IV Deluxe,2006-02-07,False,English,game,975.0,975.0,EUR,"9,75€",0.0,,,,False,False,False,1
1620,Jagged Alliance 2 Gold,2006-07-06,False,English,game,399.0,1999.0,EUR,"3,99€",80.0,"19,99€",,,False,False,True,1
1630,Disciples II: Rise of the Elves ,2006-07-06,False,English,game,117.0,589.0,EUR,"1,17€",80.0,"5,89€",,,False,False,True,1
1640,Disciples II: Gallean's Return,2006-07-06,False,English,game,117.0,589.0,EUR,"1,17€",80.0,"5,89€",,,False,False,True,1
1670,Iron Warriors: T - 72 Tank Command ,2006-07-26,False,English,game,589.0,589.0,EUR,"5,89€",0.0,,,,False,False,False,1
1690,Space Empires V,2006-10-16,False,English,game,1479.0,1479.0,EUR,"14,79€",0.0,,,,False,False,False,1
1700,Arx Fatalis,2007-04-03,False,"English, French, German, Italian, Spanish - Spain, Russian",game,164.0,499.0,EUR,"1,64€",67.0,"4,99€",,,False,False,True,6
1710,Arx Fatalis Demo,2007-04-04,True,English,demo,,,,,,,,,False,False,False,1
1840,Source Filmmaker,2012-07-10,True,English,game,,,,,,,,,False,False,False,1
1900,Earth 2160,2006-04-01,False,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian",game,975.0,975.0,EUR,"9,75€",0.0,,,,True,False,False,8
1930,Two Worlds Epic Edition,2009-04-30,False,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",game,1479.0,1479.0,EUR,"14,79€",0.0,,,,True,False,False,8
2100,Dark Messiah of Might & Magic,2006-10-25,False,"English, French, German, Italian, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,5
2120,Dark Messiah Singleplayer Demo,2006-09-07,True,"English, French, German, Italian, Japanese, Korean, Portuguese - Portugal, Russian, Traditional Chinese, Simplified Chinese, Spanish - Spain, Thai",demo,,,,,,,,,False,False,False,12
2200,Quake III Arena,2007-08-03,False,English,game,1499.0,1499.0,EUR,"14,99€",0.0,,,,False,False,False,1
2210,Quake 4,2011-08-04,False,English,game,1499.0,1499.0,EUR,"14,99€",0.0,,,,False,False,False,1
2270,Wolfenstein 3D,2007-08-03,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
2310,Quake,2007-08-03,False,"English, French, Italian, German, Spanish - Spain, Russian",game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,6
2320,Quake II,2007-08-03,False,"English, French, Italian, German, Spanish - Spain, Russian",game,999.0,999.0,EUR,"9,99€",0.0,,,,True,False,False,6
2360,Hexen: Beyond Heretic,2007-08-03,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
2370,Hexen: Deathkings of the Dark Citadel,2007-08-03,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
2390,Heretic: Shadow of the Serpent Riders,2007-08-03,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
2400,The Ship: Murder Party,2006-07-11,False,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese",game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,8
2420,The Ship: Single Player,2006-11-20,False,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese",game,,,,,,,,,False,False,False,8
2450,Bloody Good Time,2010-10-29,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
2500,Shadowgrounds,2006-05-08,False,English,game,74.0,499.0,EUR,"0,74€",85.0,"4,99€",,,True,False,True,1
2510,Shadowgrounds Demo,2006-05-01,True,English,demo,,,,,,,,,False,False,False,1
2520,Gumboy - Crazy Adventures™,2006-12-19,False,"English, Polish, Russian",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,3
2540,RIP - Trilogy™,2007-06-01,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
2590,Alpha Prime,2007-11-07,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
2600,Vampire: The Masquerade - Bloodlines,,False,"English, French, German",game,,,,,,,,,False,False,False,3
2610,GUN™,2006-10-13,False,English,game,1499.0,1499.0,EUR,"14,99€",0.0,,,,False,False,False,1
2620,Call of Duty® (2003),2006-10-13,False,"English, German",game,1999.0,1999.0,EUR,"19,99€",0.0,,,,False,False,False,2
2630,Call of Duty® 2,2006-10-13,False,"English, French, German, Italian, Spanish - Spain",game,1999.0,1999.0,EUR,"19,99€",0.0,,,,False,False,False,5
2640,Call of Duty: United Offensive,2006-10-13,False,"English, French, Italian",game,1999.0,1999.0,EUR,"19,99€",0.0,,,,False,False,False,3
2700,RollerCoaster Tycoon® 3: Platinum,2008-03-12,False,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Norwegian, Swedish",game,,,,,,,,,False,False,False,10
2710,Act of War: Direct Action,2008-03-12,False,English,game,299.0,299.0,EUR,"2,99€",0.0,,,,False,False,False,1
2720,ThreadSpace: Hyperbol,2007-07-12,False,English,game,399.0,399.0,EUR,"3,99€",0.0,,,,False,False,False,1
2730,ThreadSpace: Hyperbol Demo,2007-07-06,True,English,demo,,,,,,,,,False,False,False,1
2800,X2: The Threat,2006-07-21,False,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",game,499.0,499.0,EUR,"4,99€",0.0,,,,True,False,False,8
2810,X3: Reunion,2006-07-21,False,"English, French, German, Spanish - Spain, Italian, Russian, Simplified Chinese, Traditional Chinese, Czech, Polish",game,999.0,999.0,EUR,"9,99€",0.0,,,,True,False,False,10
2820,X3: Terran Conflict,2008-10-16,False,"English, French, German, Italian, Russian, Polish, Simplified Chinese, Traditional Chinese, Czech, Spanish - Spain, Japanese",game,1599.0,1599.0,EUR,"15,99€",0.0,,,,True,False,False,11
2840,X: Beyond the Frontier,2010-10-08,False,"English, German",game,499.0,499.0,EUR,"4,99€",0.0,,,,True,False,False,2
2850,X: Tension,2010-10-08,False,"English, German",game,499.0,499.0,EUR,"4,99€",0.0,,,,True,False,False,2
2870,X Rebirth,2013-11-15,False,"English, German, Italian, Russian, Simplified Chinese, Traditional Chinese, French, Korean",game,2999.0,2999.0,EUR,"29,99€",0.0,,,,True,False,False,8
2900,688(I) Hunter/Killer,2006-10-26,False,English,game,199.0,999.0,EUR,"1,99€",80.0,"9,99€",,,False,False,True,1
2910,Fleet Command,2006-10-26,False,English,game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,1
2920,Sub Command,2006-10-26,False,English,game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,1
2990,FlatOut 2,2006-12-21,False,"English, French, German, Italian, Spanish - Spain, Czech, Hungarian, Polish, Russian",game,,,,,,,,,True,False,False,9
3010,Xpand Rally,2006-08-24,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3020,Call of Juarez,2007-11-08,False,"English, French, German, Spanish - Spain, Russian",game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,5
3050,Xpand Rally Xtreme,2008-10-08,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3130,Men of War: Red Tide,2009-11-01,False,"English, Russian, German, French",game,499.0,499.0,EUR,"4,99€",0.0,,,,True,False,False,4
3170,King's Bounty: Armored Princess,2009-11-19,False,"English, Russian, French, German, Spanish - Spain, Italian, Japanese",game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,7
3190,King's Bounty Armored Princess Demo,2009-12-02,True,English,demo,,,,,,,,,False,False,False,1
3210,Painkiller Demo,2007-01-24,True,,demo,,,,,,,,,False,False,False,0
3230,Genesis Rising,2007-08-06,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3260,Safecracker: The Ultimate Puzzle Adventure,2007-08-29,False,"English, German, Italian, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,4
3270,Painkiller Overdose,2007-10-30,False,"English, German",game,99.0,499.0,EUR,"0,99€",80.0,"4,99€",,,False,False,True,2
3280,Painkiller Overdose Demo,2007-10-17,True,English,demo,,,,,,,,,False,False,False,1
3300,Bejeweled 2 Deluxe,2006-08-30,False,"English, French, German, Italian, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,5
3302,Bejeweled 2 Deluxe Free Demo,,True,"English, French, German, Italian, Spanish - Spain",demo,,,,,,,,,False,False,False,5
3310,Chuzzle Deluxe,2006-08-30,False,"English, French, German, Italian, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,5
3312,Chuzzle Deluxe Free Demo,,True,"English, French, German, Italian, Spanish - Spain",demo,,,,,,,,,False,False,False,5
3320,Insaniquarium Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3322,Insaniquarium Deluxe Free Demo,,True,"English, French, German, Italian, Spanish - Spain",demo,,,,,,,,,False,False,False,5
3330,Zuma Deluxe,2006-08-30,False,"English, French, German, Italian, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,5
3332,Zuma Deluxe Free Demo,,True,"English, French, German, Italian, Spanish - Spain",demo,,,,,,,,,False,False,False,5
3340,AstroPop Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3342,AstroPop Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3350,Bejeweled Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3352,Bejeweled Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3360,Big Money! Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3362,Big Money! Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3380,Dynomite Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3382,Dynomite Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3390,Feeding Frenzy 2 Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3392,Feeding Frenzy 2 Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3400,Hammer Heads Deluxe,2006-08-30,False,English,game,,,,,,,,,False,False,False,1
3410,Heavy Weapon Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3412,Heavy Weapon Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3420,Iggle Pop Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3422,Iggle Pop Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3430,Pizza Frenzy Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3432,Pizza Frenzy Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3450,Typer Shark! Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3452,Typer Shark! Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3460,Talismania Deluxe,2006-08-30,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3462,Talismania Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3480,Peggle Deluxe,2007-03-06,False,"English, French, Italian, German, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,5
3482,Peggle Deluxe Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3483,Peggle Extreme,2007-09-11,True,English,game,,,,,,,,,False,False,False,1
3490,Venice Deluxe,2007-06-25,False,English,game,,,,,,,,,False,False,False,1
3500,Mystery P.I.™ - The Lottery Ticket,2007-10-16,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3502,Mystery P.I.™ - The Lottery Ticket Free Demo,,True,English,demo,,,,,,,,,False,False,False,1
3510,Amazing Adventures The Lost Tomb™,2007-12-13,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3512,Amazing Adventures The Lost Tomb™ Demo,,True,English,demo,,,,,,,,,False,False,False,1
3520,Mystery P.I.™ - The Vegas Heist,2008-06-05,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3522,Mystery P.I.™ - The Vegas Heist Free Demo,2008-06-05,True,English,demo,,,,,,,,,False,False,False,1
3530,Amazing Adventures Around the World,2009-04-15,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3532,Amazing Adventures Around the World Demo,2009-04-15,True,English,demo,,,,,,,,,False,False,False,1
3540,Peggle™ Nights,2008-10-15,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3560,Bejeweled Twist,2008-11-18,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3562,Bejeweled Twist Free Demo,2008-11-18,True,English,demo,,,,,,,,,False,False,False,1
3570,Mystery P.I.™ - The New York Fortune,2009-01-28,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3572,Mystery P.I.™ - The New York Fortune Demo,2009-01-28,True,English,demo,,,,,,,,,False,False,False,1
3580,The Wizard's Pen™,2009-02-18,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3582,The Wizard's Pen™ Free Demo,2009-02-18,True,English,demo,,,,,,,,,False,False,False,1
3590,Plants vs. Zombies GOTY Edition,2009-05-05,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3592,Plants vs. Zombies Demo,2009-05-05,True,English,demo,,,,,,,,,False,False,False,1
3600,Escape Rosecliff Island,2009-04-15,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3602,Escape Rosecliff Island Demo,2009-04-15,True,English,demo,,,,,,,,,False,False,False,1
3610,Mystery P.I. - Lost in Los Angeles,2009-07-27,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3612,Mystery P.I. - Lost in Los Angeles Demo,2009-07-27,True,English,demo,,,,,,,,,False,False,False,1
3620,Zuma's Revenge!,2009-09-15,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3622,Zuma's Revenge! Demo,2009-09-15,True,English,demo,,,,,,,,,False,False,False,1
3700,Sniper Elite,2009-07-16,False,"English, French, German, Italian, Spanish - Spain",game,799.0,799.0,EUR,"7,99€",0.0,,,,False,False,False,5
3710,Judge Dredd: Dredd vs. Death,2009-03-26,False,English,game,799.0,799.0,EUR,"7,99€",0.0,,,,False,False,False,1
3720,Evil Genius,2009-06-22,False,"English, French, German, Spanish - Spain",game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,4
3730,Aliens versus Predator Classic 2000,2010-01-15,False,"Dutch, English, French, German, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,5
3800,Advent Rising,2006-09-14,False,English,game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,1
3810,BloodRayne (Legacy),2006-09-14,False,English,game,,,,,,,,,False,False,False,1
3820,BloodRayne 2 (Legacy),2006-09-14,False,English,game,,,,,,,,,False,False,False,1
3830,Psychonauts,2006-10-11,False,"English, French, German",game,819.0,819.0,EUR,"8,19€",0.0,,,,False,False,False,3
3850,BloodRayne 2 Demo,2006-11-07,True,English,demo,,,,,,,,,False,False,False,1
3900,Sid Meier's Civilization® IV,2006-10-25,False,"English, French, German, Italian, Spanish - Spain",game,1999.0,1999.0,EUR,"19,99€",0.0,,,,False,False,False,5
3910,Sid Meier's Civilization® III Complete,2006-10-25,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,1
3920,Sid Meier's Pirates!,2005-07-11,False,English,game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,1
3960,Shattered Union,2006-10-25,False,English,game,499.0,499.0,EUR,"4,99€",0.0,,,,True,False,False,1
3980,CivCity: Rome,2007-04-06,False,"English, French, Spanish - Spain",game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,3
3990,Civilization IV®: Warlords,2007-04-06,False,"English, French, German, Italian, Spanish - Spain",game,499.0,499.0,EUR,"4,99€",0.0,,,,False,False,False,5
4000,Garry's Mod,2006-11-29,False,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",game,999.0,999.0,EUR,"9,99€",0.0,,,,True,False,False,25
4100,Poker Superstars II,2006-10-05,False,English,game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,1
4102,Poker Superstars II Demo,,True,English,demo,,,,,,,,,False,False,False,1
4230,RACE - The WTCC Game,2006-11-24,False,"English, French, German, Italian, Spanish - Spain",game,2995.0,2995.0,EUR,"29,95€",0.0,,,,False,False,False,5
4260,RACE 07 Demo,2007-09-07,True,"English, French, German, Italian, Spanish - Spain",demo,,,,,,,,,False,False,False,5
4290,RACE: Caterham Expansion,2007-06-22,False,English,game,399.0,399.0,EUR,"3,99€",0.0,,,,False,False,False,1
4300,RoboBlitz,2006-11-07,False,"English, French, German, Italian, Japanese, Korean, Traditional Chinese, Simplified Chinese, Spanish - Spain",game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,9
4310,RoboBlitz Demo,2006-11-07,True,"English, French, German, Italian, Japanese, Korean, Traditional Chinese, Simplified Chinese, Spanish - Spain",demo,,,,,,,,,False,False,False,9
4420,Silverfall,2007-03-20,False,"English, French, German, Italian, Spanish - Spain",game,74.0,499.0,EUR,"0,74€",85.0,"4,99€",,,False,False,True,5
4440,Silverfall Demo,2007-03-09,True,English,demo,,,,,,,,,False,False,False,1
4460,City Life 2008,2008-09-29,False,"English, French, German",game,99.0,999.0,EUR,"0,99€",90.0,"9,99€",,,False,False,True,3
4470,Silverfall: Earth Awakening,2008-07-18,False,"English, French, German",game,74.0,499.0,EUR,"0,74€",85.0,"4,99€",,,False,False,True,3
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-03-20,False,"English, French, Italian, Spanish - Spain, German, Russian, Ukrainian, Polish, Traditional Chinese",game,1599.0,1599.0,EUR,"15,99€",0.0,,,,True,False,False,9
4520,Full Spectrum Warrior,2007-07-17,False,"English, French, Italian, Spanish - Spain, Korean, German",game,699.0,699.0,EUR,"6,99€",0.0,,,,False,False,False,6
4530,Full Spectrum Warrior: Ten Hammers,2007-07-17,False,"English, French, Italian, Spanish - Spain, German",game,999.0,999.0,EUR,"9,99€",0.0,,,,False,False,False,5
4560,Company of Heroes - Legacy Edition,2007-07-17,False,"English, French, Spanish - Spain, Italian, German, Czech, Japanese, Korean, Polish, Russian, Traditional Chinese",game,2497.0,2497.0,EUR,"24,97€",0.0,,,,True,False,False,11
4570,"Warhammer 40,000: Dawn of War - Anniversary Edition",2007-08-07,False,"English, French, German, Italian, Spanish - Spain",game,2999.0,2999.0,EUR,"29,99€",0.0,,,,False,False,False,5
